date,Solar (Rooftop) -  GWh,Solar (Utility) -  GWh,Wind -  GWh,Battery (Discharging) -  GWh,Gas (Reciprocating) -  GWh,Gas (OCGT) -  GWh,Gas (CCGT) -  GWh,Gas (Steam) -  GWh,Distillate -  GWh,Imports -  GWh,Exports -  GWh,Battery (Charging) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Volume Weighted Price - AUD/MWh,Solar (Rooftop) Market Value - AUD,Solar (Utility) Market Value - AUD,Wind Market Value - AUD,Battery (Discharging) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (Steam) Market Value - AUD,Distillate Market Value - AUD,Imports Market Value - AUD,Exports Market Value - AUD,Battery (Charging) Market Value - AUD
2019-06-28 00:00,2.34,0.97,31.64,0.09,0.00,0.11,5.30,3.96,0.00,0.02,-8.13,-0.09,16.40,18.90,21.40,52.39,92652.18,42507.70,1585455.54,5316.00,0.00,8759.86,268077.97,209194.95,14.33,-1290.93,341127.76,4155.66
2019-06-29 00:00,0.99,0.43,30.09,0.11,0.00,0.37,4.57,2.64,0.00,1.31,-2.12,-0.14,8.00,11.59,19.60,55.85,55828.67,27841.46,1598149.99,6101.75,0.00,29171.35,249432.39,158841.31,13.87,-87871.68,65256.44,7230.92
2019-06-30 00:00,1.26,0.77,26.20,0.12,0.00,0.56,6.21,4.46,0.00,0.84,-1.42,-0.12,7.40,10.56,13.00,52.36,30866.93,20080.49,1260247.44,5518.57,0.00,43385.93,369752.82,298252.70,12.24,-44453.69,61881.78,5167.11
2019-07-01 00:00,1.92,0.55,29.03,0.10,0.00,0.71,8.20,6.76,0.01,0.28,-3.73,-0.13,8.30,10.55,13.70,65.64,116113.94,34327.25,1785802.75,6243.66,0.00,65482.57,584939.33,483399.64,572.63,-15892.12,226159.04,6443.23
2019-07-02 00:00,1.68,1.15,7.59,0.12,0.00,1.21,10.90,13.22,0.00,5.28,-0.57,-0.14,8.30,10.90,15.10,101.43,168474.26,115789.10,428484.96,15900.90,0.00,158424.32,1118620.10,1519300.85,39.19,-680005.76,20823.40,6398.28
2019-07-03 00:00,2.29,1.11,9.29,0.06,0.00,1.65,14.72,10.83,0.00,2.06,-1.06,-0.09,8.20,11.83,17.30,96.22,219573.98,107915.19,863161.40,6186.12,0.00,170074.27,1405484.81,1072252.30,24.66,-188189.13,93330.71,7157.87
2019-07-04 00:00,2.70,1.28,22.86,0.11,0.00,0.95,10.83,8.99,0.00,0.00,-6.18,-0.14,6.90,11.35,15.30,79.30,204442.00,98858.26,1717308.13,9287.57,0.00,93570.53,849088.50,754002.21,23.08,-118.20,444807.04,7472.49
2019-07-05 00:00,2.90,1.23,25.25,0.08,0.00,0.38,11.94,5.60,0.00,0.01,-8.54,-0.11,7.00,15.60,20.90,69.19,196776.27,86082.68,1648951.99,5072.96,0.00,36816.63,831076.20,415750.99,21.18,-1504.23,540388.35,7023.47
2019-07-06 00:00,2.42,0.75,28.57,0.12,0.00,0.58,8.23,2.62,0.00,0.00,-10.14,-0.13,14.30,17.86,21.50,63.86,114387.31,36969.26,1716417.85,7365.62,0.00,51757.94,512615.88,181278.26,20.21,0.00,542322.40,6820.96
2019-07-07 00:00,2.39,0.96,12.24,0.11,0.00,0.69,11.01,6.84,0.00,2.09,-3.40,-0.13,8.90,13.92,16.80,84.47,244778.11,97143.60,795246.78,10446.64,0.00,68725.80,981730.32,654070.18,26.71,-194325.67,217362.57,5620.00
2019-07-08 00:00,1.95,1.21,5.07,0.09,0.00,2.11,15.18,10.87,0.00,2.99,-0.28,-0.17,8.80,10.81,14.90,103.12,172031.08,111546.56,492398.98,9851.54,0.00,264889.67,1538543.80,1175697.22,39.69,-274226.96,30602.48,13596.61
2019-07-09 00:00,3.02,1.04,8.60,0.13,0.00,2.35,15.39,10.29,0.00,1.65,-2.82,-0.13,7.40,11.55,15.80,116.93,267630.48,94602.10,923931.65,20431.13,0.00,333950.61,1746242.37,1276603.13,33.63,-157230.38,274985.00,11595.07
2019-07-10 00:00,1.92,0.37,31.49,0.15,0.00,0.48,5.45,5.14,0.02,0.03,-3.70,-0.21,8.10,12.12,15.70,22.70,-127527.92,13795.62,562052.86,10013.57,0.00,39716.73,162487.98,127269.39,-2096.70,-751.66,18204.75,-17517.80
2019-07-11 00:00,1.37,0.56,30.82,0.15,0.00,0.77,4.95,5.04,0.00,0.00,-3.25,-0.19,11.50,13.20,15.50,-2.86,10458.74,25128.58,-277598.34,4122.11,0.00,44891.72,17480.72,-26968.69,4.98,-159.03,-94376.97,-20358.87
2019-07-12 00:00,1.32,0.55,31.42,0.11,0.00,0.42,6.68,4.29,0.00,0.01,-4.89,-0.13,8.90,12.25,13.90,71.60,112342.41,47798.57,2156925.45,8477.97,0.00,37903.75,505744.39,347020.04,14.54,-1047.57,337457.54,-88.64
2019-07-13 00:00,2.63,0.61,24.14,0.12,0.00,1.13,6.22,5.27,0.00,0.26,-2.19,-0.14,9.20,10.55,12.90,79.16,143956.63,43141.03,1766823.83,8887.74,0.00,111412.54,512497.15,466738.75,27.10,-26028.49,122142.79,7322.89
2019-07-14 00:00,1.19,0.48,28.27,0.08,0.00,0.01,6.60,4.36,0.00,0.42,-3.36,-0.12,10.20,11.67,13.30,65.56,78286.39,28508.11,1854220.76,5803.60,0.00,753.09,440877.87,310012.89,12.41,-23169.52,243998.45,5233.56
2019-07-15 00:00,1.42,0.56,17.52,0.13,0.00,1.31,11.95,9.44,0.04,1.02,-2.55,-0.16,10.00,11.82,13.40,88.76,128934.96,49996.02,1217240.37,12144.25,0.00,147696.63,1167525.29,970201.47,6189.95,-105265.29,171541.52,6803.57
2019-07-16 00:00,1.30,0.80,4.40,0.13,0.00,1.87,15.38,11.11,0.02,4.96,0.00,-0.15,11.10,12.00,12.90,116.95,133236.71,83007.80,480232.77,18064.91,0.00,291877.99,1766052.62,1380957.62,4063.57,-492716.97,0.00,11571.60
2019-07-17 00:00,1.45,0.58,21.19,0.08,0.00,0.55,14.34,6.73,0.00,1.21,-6.13,-0.15,10.80,12.20,13.90,77.14,55294.51,29788.03,1448955.96,7869.85,0.00,56492.98,1112823.61,568453.80,21.68,-114218.62,366407.04,4248.62
2019-07-18 00:00,1.84,1.10,16.99,0.11,0.00,1.50,14.54,6.73,0.00,1.48,-3.96,-0.16,9.80,11.63,14.50,77.53,63852.03,61855.82,1150172.49,9471.22,0.00,158923.57,1148404.32,556309.01,32.63,-102979.57,203449.66,6567.15
2019-07-19 00:00,3.58,1.39,11.80,0.11,0.00,2.13,14.39,8.95,0.00,0.84,-3.81,-0.13,7.90,12.57,17.70,96.07,294700.72,118103.68,1064259.10,11491.31,0.00,232964.76,1390469.58,917449.90,35.35,-71190.62,371052.43,11000.13
2019-07-20 00:00,3.76,0.91,30.54,0.11,0.00,0.34,4.56,2.22,0.00,0.00,-7.21,-0.15,12.50,15.76,19.60,50.27,-34135.31,8744.22,1350040.61,6624.27,0.00,32311.84,210194.34,106904.19,17.29,0.00,117454.57,194.32
2019-07-21 00:00,3.27,1.22,21.98,0.12,0.00,0.56,6.13,3.03,0.00,2.66,-4.74,-0.16,9.70,12.74,15.50,63.54,80718.39,38550.78,933756.25,11169.21,0.00,71322.09,435290.98,250460.22,20.38,-328738.01,95847.40,2823.78
2019-07-22 00:00,2.76,1.17,31.05,0.12,0.00,0.86,8.24,2.90,0.02,0.00,-6.90,-0.15,9.30,13.01,18.00,61.73,126595.05,60132.99,1811397.93,8517.81,0.00,78098.01,497386.45,195475.25,1614.96,0.00,338826.20,2582.24
2019-07-23 00:00,2.45,1.01,33.29,0.10,0.00,1.18,8.17,3.57,0.02,0.00,-8.72,-0.16,11.10,12.65,15.20,55.89,116671.64,52618.82,1811264.04,6376.79,0.00,80310.02,488795.04,202548.47,1271.98,0.00,479703.94,4483.53
2019-07-24 00:00,2.14,0.75,13.69,0.10,0.00,1.29,14.93,8.19,0.03,1.85,-3.60,-0.11,9.10,12.34,15.60,84.47,174115.22,61637.59,914819.17,9639.63,0.00,139803.31,1264974.10,763998.73,3451.10,-213090.55,226497.43,6440.29
2019-07-25 00:00,2.41,0.91,11.80,0.07,0.00,1.11,14.21,7.85,0.03,2.76,-2.16,-0.14,10.90,13.58,16.50,78.07,155528.84,61112.74,876288.43,6006.70,0.00,102225.48,1111288.49,642509.41,3261.95,-204586.14,152438.38,8170.05
2019-07-26 00:00,2.06,0.80,10.44,0.11,0.00,1.68,14.98,12.37,0.00,0.55,-4.16,-0.13,8.30,13.11,15.90,81.72,199560.23,77924.68,380940.99,11598.07,0.00,192908.97,1249967.96,1207061.92,17.95,-63917.49,169031.93,6222.42
2019-07-27 00:00,2.80,0.98,2.45,0.10,0.00,1.37,15.58,12.16,0.00,2.17,-0.87,-0.10,7.50,10.84,15.20,95.17,201917.45,70705.48,201627.12,10704.49,0.00,141717.22,1459593.84,1182736.26,31.66,-230430.35,69130.03,8152.34
2019-07-28 00:00,2.05,0.33,14.89,0.09,0.00,0.53,13.37,7.89,0.00,0.00,-3.66,-0.15,9.30,13.73,18.70,38.93,-336025.84,-18584.82,263843.42,6004.57,0.00,53141.10,519372.36,479504.65,4.63,-148.27,2091.45,-22168.66
2019-07-29 00:00,3.09,1.25,6.54,0.08,0.00,1.51,15.11,12.02,0.00,1.32,-2.18,-0.11,7.90,12.47,15.80,89.41,251499.32,103506.77,566643.14,7800.13,0.00,160351.30,1336784.69,1114535.58,25.12,-87547.13,191033.28,7239.01
2019-07-30 00:00,2.63,1.25,7.07,0.09,0.00,0.79,15.80,14.50,0.00,0.62,-2.05,-0.10,4.90,9.73,14.20,104.83,225975.23,110695.22,676008.62,15669.62,0.00,108924.41,1606086.18,1602139.98,14.90,-51874.96,186032.82,7889.94
2019-07-31 00:00,1.71,1.13,4.11,0.10,0.00,2.28,16.36,15.67,0.06,1.00,-0.41,-0.10,8.50,10.25,12.40,139.13,172625.92,115062.45,483328.90,15573.89,0.00,376873.48,2242230.29,2351403.92,5719.18,-103058.00,120117.49,10826.41
2019-08-01 00:00,1.98,1.02,8.47,0.08,0.00,0.60,16.19,13.01,0.00,1.20,-1.10,-0.10,6.20,10.45,13.40,98.59,188551.12,97732.55,836399.98,8031.25,0.00,64866.10,1578907.28,1306766.20,28.40,-107086.93,108025.09,9222.24
2019-08-02 00:00,1.82,1.18,6.63,0.10,0.00,3.15,15.93,14.96,0.00,0.55,-2.96,-0.13,6.10,10.33,13.00,104.45,190486.32,122974.67,671730.46,11304.92,0.00,347264.16,1641398.94,1604985.71,479.90,-49449.85,320900.73,12549.61
2019-08-03 00:00,1.38,1.03,4.63,0.13,0.00,2.62,16.35,13.35,0.00,0.90,-2.83,-0.15,8.40,11.28,13.60,116.13,138221.89,110390.34,557878.26,17665.53,0.00,313598.03,1877911.68,1593678.96,46.49,-90927.09,361125.18,14999.73
2019-08-04 00:00,3.74,1.36,9.53,0.11,0.00,2.04,15.95,11.40,0.00,0.10,-7.87,-0.14,7.30,11.52,15.70,119.26,331754.77,125938.27,906993.20,20716.47,0.00,340400.76,1794123.16,1422974.93,52.05,-19472.02,743776.75,12379.27
2019-08-05 00:00,4.04,1.53,14.82,0.10,0.00,1.59,15.17,10.45,0.03,0.00,-8.17,-0.13,9.20,13.65,19.30,97.47,319201.36,123249.01,1245791.78,13739.57,0.00,201545.35,1439447.42,1131830.92,7521.49,0.00,704447.18,9716.58
2019-08-06 00:00,3.08,0.96,26.52,0.12,0.00,1.38,10.87,9.80,0.03,0.00,-12.62,-0.20,10.10,13.52,18.80,58.69,52831.12,37887.71,1099186.23,9297.07,0.00,139992.85,728584.24,752682.05,3642.71,0.00,594460.37,410.63
2019-08-07 00:00,1.04,0.67,12.02,0.12,0.00,1.63,15.85,16.40,0.04,0.15,-5.92,-0.10,7.00,10.15,14.00,118.89,104522.14,70729.30,1334232.71,16693.40,0.00,211913.74,1860496.58,2025918.62,5077.88,-15700.63,673535.70,9994.07
2019-08-08 00:00,1.10,0.56,34.09,0.12,0.00,0.39,14.30,6.15,0.00,0.00,-12.23,-0.16,9.40,11.05,12.50,66.60,67800.17,37193.03,2072374.60,9067.54,0.00,38658.88,960889.64,460991.38,-171.58,0.00,700742.14,1054.98
2019-08-09 00:00,2.93,0.54,33.26,0.13,0.00,0.63,10.13,5.99,0.00,0.00,-8.90,-0.17,8.70,10.06,11.70,32.78,-136786.88,-8013.02,826034.19,5515.87,0.00,54254.47,392865.65,322592.68,9.42,0.00,214868.62,-10528.45
2019-08-10 00:00,3.11,0.82,33.71,0.09,0.00,0.50,7.18,5.54,0.00,0.00,-9.89,-0.08,5.90,9.55,12.40,75.86,242981.35,65664.14,2519621.30,7693.75,0.00,48640.01,526414.12,433076.49,31.31,0.00,725295.02,5841.26
2019-08-11 00:00,2.97,0.78,27.06,0.11,0.00,1.12,7.13,8.69,0.00,0.10,-8.59,-0.19,5.40,9.86,12.50,74.60,42162.56,16588.84,1534047.88,8765.36,0.00,99906.76,673072.15,805279.89,34.55,-9565.68,431944.11,8168.16
2019-08-12 00:00,2.33,1.37,2.88,0.13,0.00,3.16,16.19,15.52,0.00,2.51,-0.19,-0.09,4.20,7.80,11.60,154.13,256990.93,168434.17,335672.92,32900.45,0.00,656362.42,2352475.88,2506277.10,46.24,-367264.88,20445.13,9934.97
2019-08-13 00:00,3.33,1.37,1.37,0.18,0.00,2.81,15.86,16.39,0.05,2.72,-0.34,-0.21,2.90,8.38,14.00,224.61,427252.83,190984.02,236363.22,76086.26,0.00,909821.73,3324786.52,3827256.30,30854.31,-484169.97,46980.34,23162.45
2019-08-14 00:00,4.50,0.75,20.28,0.12,0.00,0.32,10.49,7.77,0.03,0.22,-2.98,-0.18,7.90,12.16,16.60,65.45,-199453.45,-14198.15,1017264.37,10152.75,0.00,41216.09,828826.28,678638.73,6242.15,-24519.17,167334.20,357.01
2019-08-15 00:00,3.21,1.08,33.26,0.12,0.00,0.00,9.88,6.78,0.00,0.00,-14.19,-0.16,12.10,15.84,19.30,41.99,75045.04,37225.82,1264744.26,6543.52,0.00,0.00,429862.39,317328.35,16.83,0.00,504419.12,-878.15
2019-08-16 00:00,2.17,0.77,17.77,0.10,0.00,1.64,14.09,9.31,0.00,0.18,-8.21,-0.14,7.70,13.03,15.60,76.67,183814.12,68485.19,650571.96,11980.49,0.00,213753.20,1159820.21,889659.79,31.71,-24839.67,273022.36,3482.41
2019-08-17 00:00,3.78,0.48,18.39,0.14,0.00,0.54,9.93,4.13,0.00,0.82,-3.60,-0.13,6.90,13.52,18.60,55.49,-37602.16,8.78,809877.07,10404.64,0.00,51950.30,563061.81,295327.76,23.53,-78661.81,81217.12,-3787.95
2019-08-18 00:00,1.92,0.63,30.32,0.12,0.00,0.47,5.88,3.30,0.00,0.29,-4.61,-0.17,7.40,10.35,14.40,14.72,-172951.44,-44685.32,359309.88,4875.71,0.00,39475.81,132940.14,99628.33,-3.39,-19730.93,60492.17,-13665.62
2019-08-19 00:00,3.39,1.04,22.40,0.13,0.00,0.62,9.51,5.71,0.00,0.46,-1.11,-0.15,8.40,10.56,13.10,64.23,116707.84,37748.47,1213106.94,9543.56,0.00,73766.51,698355.19,446710.70,-131.26,-52016.34,44284.26,5099.63
2019-08-20 00:00,2.18,1.21,29.46,0.12,0.00,0.91,8.32,4.70,0.00,0.51,-6.38,-0.12,9.80,12.08,14.30,53.27,70448.86,42310.62,1474750.45,7843.88,0.00,79354.87,477955.94,291459.76,18.28,-28298.23,333586.92,3775.49
2019-08-21 00:00,2.32,1.44,25.79,0.14,0.00,1.08,5.80,4.32,0.00,1.19,-2.49,-0.18,11.70,13.29,15.30,55.78,75004.07,59823.91,1311142.78,11130.77,0.00,101085.97,335205.48,271662.87,15.41,-79071.49,91048.56,4418.89
2019-08-22 00:00,2.03,1.21,11.30,0.15,0.00,2.02,11.65,8.09,0.00,3.57,-0.47,-0.19,10.90,12.48,13.90,93.70,146701.48,91600.42,535303.00,22828.95,0.00,323919.33,1232471.97,939954.87,40.84,-395459.77,29035.70,6697.70
2019-08-23 00:00,4.79,1.47,18.89,0.16,0.00,1.79,10.98,5.68,0.00,0.23,-5.85,-0.19,7.60,13.21,18.00,85.80,140056.61,59139.35,1402695.63,18189.02,0.00,205296.29,1030731.57,544668.43,35.31,-23314.23,425756.37,11483.57
2019-08-24 00:00,2.52,0.93,25.38,0.13,0.00,0.78,5.99,4.40,0.00,0.16,-3.82,-0.16,6.80,12.18,15.70,12.60,-110625.30,-37243.66,-68325.83,6175.49,0.00,80879.34,189110.25,150581.88,-1207.08,-19870.52,-88414.88,-9579.78
2019-08-25 00:00,3.27,1.52,7.07,0.17,0.00,2.71,11.91,6.41,0.00,3.74,-0.03,-0.17,4.60,8.84,13.20,121.92,187056.01,93284.10,669189.99,30358.51,0.00,550916.12,1482713.66,900876.56,50.16,-353540.26,3639.65,13654.85
2019-08-26 00:00,4.00,1.64,2.99,0.16,0.00,5.52,16.25,8.63,0.03,2.46,-1.28,-0.20,3.50,8.76,13.70,143.72,372801.92,158789.76,441525.12,28437.41,0.00,979428.90,2166016.29,1255641.29,6178.25,-326913.01,141089.43,23408.62
2019-08-27 00:00,4.05,1.64,4.18,0.16,0.00,4.43,15.27,7.61,0.00,2.89,-0.28,-0.16,5.30,10.20,15.10,136.26,328868.79,139591.32,606468.73,22585.08,0.00,737899.51,1971001.68,1084972.94,58.59,-353441.93,42125.88,19412.69
2019-08-28 00:00,2.23,1.31,16.66,0.15,0.00,4.01,15.27,6.99,0.00,1.22,-5.80,-0.20,6.60,9.84,14.10,115.92,188686.13,112279.45,1795044.31,23217.53,0.00,581239.44,1727998.69,926800.86,51.55,-103491.77,661211.06,17380.69
2019-08-29 00:00,4.66,1.48,14.68,0.15,0.00,4.42,15.37,8.85,0.00,0.00,-7.49,-0.23,3.10,9.07,14.60,111.61,303779.79,107075.47,1415125.88,18825.51,0.00,650447.34,1659762.17,1091954.00,150.72,0.00,769506.57,20534.83
2019-08-30 00:00,5.07,1.09,21.27,0.17,0.00,2.11,11.82,6.72,0.00,0.00,-8.04,-0.18,4.80,12.26,17.90,75.66,82252.02,21469.42,1301147.01,22135.69,0.00,378049.52,964229.64,668155.73,30.97,0.00,710931.73,6818.72
2019-08-31 00:00,4.42,0.45,27.48,0.10,0.00,0.70,6.31,6.10,0.00,0.00,-10.39,-0.15,13.10,16.55,22.10,6.06,-816347.82,-82855.61,11472.65,2717.72,0.00,69189.57,123030.57,148713.11,-8.02,0.00,106554.30,-9996.42
2019-09-01 00:00,4.49,1.42,16.82,0.14,0.00,1.64,8.55,7.03,0.00,0.24,-7.23,-0.16,8.90,12.87,16.10,77.38,80300.83,40666.50,895854.49,12157.96,0.00,195730.41,756917.18,625996.14,31.32,-20638.48,326894.52,8842.78
2019-09-02 00:00,2.74,1.09,22.20,0.09,0.00,0.50,12.69,7.42,0.01,0.10,-8.81,-0.18,5.40,15.39,22.80,49.15,-82778.57,-18511.22,834552.92,5492.86,0.00,53144.62,667245.57,453927.48,631.06,-8902.29,257219.50,1150.41
2019-09-03 00:00,3.60,1.29,9.99,0.13,0.00,2.60,14.18,10.93,0.03,0.98,-6.32,-0.16,7.60,12.35,18.00,96.53,-29861.62,30651.03,470859.91,18322.01,0.00,400266.33,1373663.13,1283904.37,5693.28,-65930.60,385874.54,6850.56
2019-09-04 00:00,1.19,1.14,3.92,0.16,0.00,3.85,15.79,14.42,0.03,1.23,-2.47,-0.14,9.70,12.84,17.70,136.34,123722.01,127755.00,536033.80,27356.86,0.00,622631.65,2127696.17,2010073.50,7706.29,-130466.31,411723.85,18330.33
2019-09-05 00:00,4.39,1.27,17.18,0.11,0.00,1.82,12.22,9.14,0.02,1.02,-8.76,-0.18,11.20,13.75,17.50,80.30,89661.68,47637.83,1068366.28,8689.98,0.00,206204.05,1045231.86,830746.23,1668.03,-86871.55,572010.11,9265.02
2019-09-06 00:00,2.93,0.81,34.32,0.12,0.00,0.88,3.45,6.99,0.00,0.03,-7.71,-0.11,9.60,11.67,14.00,63.20,177355.52,53512.32,2124179.20,7512.51,0.00,66401.63,215881.13,449370.30,28.80,-2791.53,462299.83,7070.22
2019-09-07 00:00,3.10,1.21,27.70,0.16,0.00,0.65,3.36,8.23,0.00,0.20,-7.05,-0.16,8.80,11.44,14.50,68.77,144315.16,57622.10,1730295.27,13474.62,0.00,64256.52,316464.81,638114.92,30.35,-12197.59,459921.70,6549.28
2019-09-08 00:00,3.41,1.32,31.33,0.11,0.00,0.35,3.75,6.80,0.00,0.02,-10.56,-0.15,10.00,12.30,15.40,39.67,-23463.79,8640.33,1146301.88,4942.14,0.00,20752.37,186912.15,267999.87,-122.97,-849.72,311203.46,2356.73
2019-09-09 00:00,4.86,1.79,10.39,0.13,0.00,1.93,9.23,10.52,0.01,1.18,-1.00,-0.15,6.30,10.72,14.50,91.51,392264.76,147770.60,643792.59,14013.70,0.00,254074.09,894504.62,1134736.39,1286.96,-122546.96,86734.40,11897.51
2019-09-10 00:00,4.99,1.81,3.40,0.15,0.00,3.87,11.39,17.48,0.05,0.22,-4.50,-0.17,3.60,10.62,17.10,151.20,400052.52,149189.41,414742.85,32675.71,0.00,733978.88,1590588.17,2591763.39,8894.49,-70458.91,472617.59,20730.00
2019-09-11 00:00,5.23,1.92,16.20,0.08,0.00,1.15,8.76,10.58,0.03,0.01,-7.00,-0.10,8.90,16.86,23.90,74.87,299783.69,114914.13,1169897.59,5303.22,0.00,96074.83,680149.63,825069.17,3447.08,-729.04,523180.64,7374.63
2019-09-12 00:00,5.15,1.57,19.50,0.12,0.00,1.83,3.90,10.94,0.00,0.00,-7.69,-0.17,10.80,16.47,19.20,67.58,179296.50,72539.58,833764.14,10097.15,0.00,203773.62,417595.44,879970.41,28.83,0.00,377686.74,3082.76
2019-09-13 00:00,4.50,1.75,6.60,0.09,0.00,3.43,12.56,15.80,0.00,0.00,-9.36,-0.12,7.20,12.21,17.00,100.13,320928.30,129052.49,631460.50,9774.94,0.00,350841.22,1256840.16,1602716.70,44.86,0.00,895547.16,11988.62
2019-09-14 00:00,5.06,1.81,6.16,0.10,0.00,3.30,14.60,10.12,0.00,0.00,-9.08,-0.13,8.40,18.20,26.70,94.75,280876.60,112035.64,542071.85,8121.92,0.00,359727.92,1339059.09,979681.31,41.29,0.00,787845.06,13110.10
2019-09-15 00:00,3.67,0.29,22.65,0.12,0.00,1.33,6.22,3.50,0.00,0.02,-5.95,-0.19,15.90,21.53,27.50,4.97,-394369.10,-30505.17,-134654.40,3511.74,0.00,92297.98,121825.01,88219.69,-3.60,-2377.63,-319.89,-6446.98
2019-09-16 00:00,3.02,0.66,20.38,0.17,0.00,1.66,10.70,5.42,0.01,0.32,-6.38,-0.18,7.70,11.79,15.20,78.84,171403.37,38379.60,1478831.29,15465.06,0.00,219396.13,894953.41,503495.59,497.83,-21519.63,585510.33,9621.51
2019-09-17 00:00,5.63,1.87,16.99,0.13,0.00,3.32,13.01,10.95,0.00,0.00,-13.59,-0.15,4.80,10.37,15.20,108.49,537450.59,190095.81,1499677.22,16465.27,0.00,481723.14,1424827.60,1288396.29,38.80,0.00,1362674.82,14346.29
2019-09-18 00:00,5.54,1.30,23.05,0.08,0.00,0.88,10.44,6.34,0.03,0.00,-10.44,-0.16,8.10,15.52,21.50,28.49,203118.42,44761.18,557184.98,1784.57,0.00,33622.25,365461.86,223142.86,1605.06,0.00,326076.62,4532.84
2019-09-19 00:00,4.02,1.02,29.32,0.12,0.00,0.50,4.45,3.34,0.00,0.00,-7.83,-0.14,17.60,22.94,28.70,21.69,-350196.67,-56591.40,643243.42,5975.39,0.00,19724.09,73154.15,110942.52,6.46,0.00,108343.12,-7518.98
2019-09-20 00:00,1.47,0.42,15.85,0.11,0.00,1.72,9.08,6.11,0.01,1.12,-2.02,-0.13,9.90,15.64,24.40,87.24,168530.27,52423.86,1020932.34,11159.63,0.00,188228.71,869397.25,656465.86,3419.24,-125077.19,99937.71,7149.27
2019-09-21 00:00,4.51,0.84,18.21,0.11,0.00,1.64,6.80,5.93,0.02,0.03,-4.71,-0.17,9.60,11.51,14.90,25.35,-926134.28,-135722.29,-240535.12,14515.67,0.00,261762.87,331086.30,340699.90,3127.12,-3292.09,-132232.76,-22138.95
2019-09-22 00:00,3.96,1.39,16.96,0.12,0.00,4.09,8.70,7.01,0.00,0.00,-8.36,-0.18,7.80,11.24,15.10,91.09,175664.95,64991.59,1406312.81,11561.60,0.00,399331.09,801076.09,685455.56,38.31,0.00,647335.34,16358.02
2019-09-23 00:00,4.46,1.82,11.99,0.12,0.00,1.55,11.43,8.69,0.00,0.02,-3.88,-0.14,9.20,12.10,15.10,99.06,330908.64,139065.45,973500.00,12648.61,0.00,211092.70,1163101.90,989058.47,176.54,-2697.27,356424.19,11460.24
2019-09-24 00:00,4.40,1.86,2.56,0.17,0.00,3.65,15.83,10.22,0.00,0.51,-2.93,-0.15,6.30,10.90,15.40,136.96,419317.94,182741.48,385561.56,28831.79,0.00,659923.16,2054281.69,1431595.14,218.74,-44901.86,441495.41,15838.94
2019-09-25 00:00,5.16,1.77,6.08,0.12,0.00,5.53,15.15,7.52,0.00,0.00,-5.40,-0.17,5.50,12.24,19.20,150.25,482989.13,171673.17,691430.47,21723.86,0.00,1043117.77,2175767.18,1230675.98,65.16,0.00,724520.25,19975.30
2019-09-26 00:00,5.63,1.57,6.97,0.13,0.00,4.96,13.24,5.39,0.00,0.19,-3.91,-0.16,9.80,17.57,24.30,121.98,285359.95,104702.61,726210.68,20572.03,0.00,690185.30,1642116.09,730638.27,152.45,-22098.01,467401.43,11273.94
2019-09-27 00:00,5.38,0.60,17.52,0.14,0.00,1.53,11.53,3.68,0.00,0.01,-5.74,-0.16,8.60,14.84,18.50,-19.35,-531316.30,-14222.35,-726736.89,2629.32,0.00,121642.35,-232460.34,57106.69,-15.81,-692.15,-223257.20,-11584.95
2019-09-28 00:00,4.96,1.61,9.11,0.16,0.00,3.16,11.58,6.47,0.00,0.13,-4.04,-0.18,5.10,10.81,16.00,100.96,155586.72,63405.22,341658.09,24107.99,0.00,692913.42,1062626.31,1014167.86,40.19,-10346.08,380536.24,-474.58
